,png_file_q,lightness,complexity
0,rd_out/uni_q/MB_1_A0.0800_C0.030_000_02000.png,0.2784410430839002,0.15783934201916283
1,rd_out/uni_q/MB_1_A0.0800_C0.030_001_02000.png,0.27670634920634923,0.16732068698216485
2,rd_out/uni_q/MB_1_A0.0800_C0.030_002_02000.png,0.2726190476190476,0.16241627838067252
3,rd_out/uni_q/MB_1_A0.0800_C0.030_003_02000.png,0.27393990929705214,0.1641820211517443
4,rd_out/uni_q/MB_1_A0.0800_C0.030_004_02000.png,0.27562358276643995,0.13864230804110322
5,rd_out/uni_q/MB_1_A0.0800_C0.030_005_02000.png,0.27460317460317457,0.17466067375542937
6,rd_out/uni_q/MB_1_A0.0800_C0.030_006_02000.png,0.2770691609977324,0.16051933171914767
7,rd_out/uni_q/MB_1_A0.0800_C0.030_007_02000.png,0.27258503401360545,0.153363605922195
8,rd_out/uni_q/MB_1_A0.0800_C0.100_000_02000.png,0.4229478458049886,0.5374161893371476
9,rd_out/uni_q/MB_1_A0.0800_C0.100_001_02000.png,0.40943877551020413,0.4761538397775369
10,rd_out/uni_q/MB_1_A0.0800_C0.100_002_02000.png,0.41561224489795917,0.569377115523013
11,rd_out/uni_q/MB_1_A0.0800_C0.100_003_02000.png,0.41433673469387755,0.5609885215586665
12,rd_out/uni_q/MB_1_A0.0800_C0.100_004_02000.png,0.41419501133786846,0.49994437403509606
13,rd_out/uni_q/MB_1_A0.0800_C0.100_005_02000.png,0.41096938775510206,0.46795371638664407
14,rd_out/uni_q/MB_1_A0.0800_C0.100_006_02000.png,0.4089739229024943,0.5187340289981794
15,rd_out/uni_q/MB_1_A0.0800_C0.100_007_02000.png,0.4112698412698413,0.5609805833828672
16,rd_out/uni_q/MB_1_A0.0800_C0.150_000_02000.png,0.51547052154195,0.8363132392985619
17,rd_out/uni_q/MB_1_A0.0800_C0.150_001_02000.png,0.5076814058956916,0.8164155853526355
18,rd_out/uni_q/MB_1_A0.0800_C0.150_002_02000.png,0.49945578231292515,0.7554209202971764
19,rd_out/uni_q/MB_1_A0.0800_C0.150_003_02000.png,0.5083730158730159,0.7738698909025347
20,rd_out/uni_q/MB_1_A0.0800_C0.150_004_02000.png,0.5137244897959183,0.8510095329822991
21,rd_out/uni_q/MB_1_A0.0800_C0.150_005_02000.png,0.5159580498866213,0.813018572675238
22,rd_out/uni_q/MB_1_A0.0800_C0.150_006_02000.png,0.501921768707483,0.7756415788857763
23,rd_out/uni_q/MB_1_A0.0800_C0.150_007_02000.png,0.5099773242630385,0.8598947981888165
24,rd_out/uni_q/MB_1_A0.0800_C0.210_000_02000.png,0.6344387755102041,0.5629890644696549
25,rd_out/uni_q/MB_1_A0.0800_C0.210_001_02000.png,0.6301927437641723,0.5166180206438757
26,rd_out/uni_q/MB_1_A0.0800_C0.210_002_02000.png,0.6256746031746032,0.5209298648292209
27,rd_out/uni_q/MB_1_A0.0800_C0.210_003_02000.png,0.6323015873015873,0.47885552772412976
28,rd_out/uni_q/MB_1_A0.0800_C0.210_004_02000.png,0.6250226757369615,0.553451899056816
29,rd_out/uni_q/MB_1_A0.0800_C0.210_005_02000.png,0.6333730158730159,0.5653235724487781
30,rd_out/uni_q/MB_1_A0.0800_C0.210_006_02000.png,0.6245804988662131,0.5957569714351095
31,rd_out/uni_q/MB_1_A0.0800_C0.210_007_02000.png,0.6311621315192744,0.5748720233330377
32,rd_out/uni_q/MB_1_A0.0800_C0.270_000_02000.png,0.7714342403628118,0.19527706583468507
33,rd_out/uni_q/MB_1_A0.0800_C0.270_001_02000.png,0.7738548752834467,0.19406767267805825
34,rd_out/uni_q/MB_1_A0.0800_C0.270_002_02000.png,0.7722789115646258,0.18759483982888558
35,rd_out/uni_q/MB_1_A0.0800_C0.270_003_02000.png,0.7684126984126984,0.20895434712813143
36,rd_out/uni_q/MB_1_A0.0800_C0.270_004_02000.png,0.772891156462585,0.2268959243890981
37,rd_out/uni_q/MB_1_A0.0800_C0.270_005_02000.png,0.7672165532879819,0.19215121330542784
38,rd_out/uni_q/MB_1_A0.0800_C0.270_006_02000.png,0.7672505668934241,0.16907597438350686
39,rd_out/uni_q/MB_1_A0.0800_C0.270_007_02000.png,0.7725000000000001,0.1962542463597282
