,file_base,png_file_q,A,C,lightness,complexity
52,rd_out/uni/MB_1_A0.0990_C-0.048,rd_out/uni/MB_1_A0.0990_C-0.048_02000.png,0.09896551724137932,-0.04827586206896552,0.19665532879818595,0.20118405022791894
53,rd_out/uni/MB_1_A0.1014_C-0.048,rd_out/uni/MB_1_A0.1014_C-0.048_02000.png,0.1013793103448276,-0.04827586206896552,0.2262358276643991,0.2318583811717755
54,rd_out/uni/MB_1_A0.1038_C-0.048,rd_out/uni/MB_1_A0.1038_C-0.048_02000.png,0.10379310344827587,-0.04827586206896552,0.2531179138321996,0.2561246607465465
55,rd_out/uni/MB_1_A0.1062_C-0.048,rd_out/uni/MB_1_A0.1062_C-0.048_02000.png,0.10620689655172416,-0.04827586206896552,0.29715986394557825,0.3808349759826708
56,rd_out/uni/MB_1_A0.1086_C-0.048,rd_out/uni/MB_1_A0.1086_C-0.048_02000.png,0.10862068965517242,-0.04827586206896552,0.3087925170068027,0.4044481250417276
57,rd_out/uni/MB_1_A0.1110_C-0.048,rd_out/uni/MB_1_A0.1110_C-0.048_02000.png,0.1110344827586207,-0.04827586206896552,0.31780045351473923,0.3626076369246556
58,rd_out/uni/MB_1_A0.1134_C-0.048,rd_out/uni/MB_1_A0.1134_C-0.048_02000.png,0.11344827586206895,-0.04827586206896552,0.3358390022675737,0.4596149264792814
59,rd_out/uni/MB_1_A0.1159_C-0.048,rd_out/uni/MB_1_A0.1159_C-0.048_02000.png,0.11586206896551725,-0.04827586206896552,0.3567063492063492,0.5527989088606924
60,rd_out/uni/MB_1_A0.1183_C-0.048,rd_out/uni/MB_1_A0.1183_C-0.048_02000.png,0.11827586206896552,-0.04827586206896552,0.377687074829932,0.5323250647991844
61,rd_out/uni/MB_1_A0.1207_C-0.048,rd_out/uni/MB_1_A0.1207_C-0.048_02000.png,0.1206896551724138,-0.04827586206896552,0.405249433106576,0.5806498402196147
62,rd_out/uni/MB_1_A0.1231_C-0.048,rd_out/uni/MB_1_A0.1231_C-0.048_02000.png,0.12310344827586207,-0.04827586206896552,0.4272902494331066,0.6896812508905356
63,rd_out/uni/MB_1_A0.1255_C-0.048,rd_out/uni/MB_1_A0.1255_C-0.048_02000.png,0.12551724137931036,-0.04827586206896552,0.4607426303854875,0.8296683131267187
64,rd_out/uni/MB_1_A0.1279_C-0.048,rd_out/uni/MB_1_A0.1279_C-0.048_02000.png,0.12793103448275864,-0.04827586206896552,0.4737018140589569,0.7599815770246049
65,rd_out/uni/MB_1_A0.1303_C-0.048,rd_out/uni/MB_1_A0.1303_C-0.048_02000.png,0.1303448275862069,-0.04827586206896552,0.4909410430839002,0.8347069518447401
66,rd_out/uni/MB_1_A0.1328_C-0.048,rd_out/uni/MB_1_A0.1328_C-0.048_02000.png,0.1327586206896552,-0.04827586206896552,0.5285997732426304,0.7873859247284677
67,rd_out/uni/MB_1_A0.1352_C-0.048,rd_out/uni/MB_1_A0.1352_C-0.048_02000.png,0.13517241379310346,-0.04827586206896552,0.5601360544217687,0.7499824109761797
68,rd_out/uni/MB_1_A0.1376_C-0.048,rd_out/uni/MB_1_A0.1376_C-0.048_02000.png,0.13758620689655174,-0.04827586206896552,0.6118140589569161,0.6692948603686306
69,rd_out/uni/MB_1_A0.1400_C-0.048,rd_out/uni/MB_1_A0.1400_C-0.048_02000.png,0.14,-0.04827586206896552,0.6421145124716554,0.6277451915481571
70,rd_out/uni/MB_1_A0.0821_C-0.031,rd_out/uni/MB_1_A0.0821_C-0.031_02000.png,0.08206896551724137,-0.031034482758620693,0.006819727891156461,0.11490145241940974
71,rd_out/uni/MB_1_A0.0845_C-0.031,rd_out/uni/MB_1_A0.0845_C-0.031_02000.png,0.08448275862068966,-0.031034482758620693,0.0677437641723356,0.13565083620928695
72,rd_out/uni/MB_1_A0.0869_C-0.031,rd_out/uni/MB_1_A0.0869_C-0.031_02000.png,0.08689655172413792,-0.031034482758620693,0.1267517006802721,0.14733056014064771
73,rd_out/uni/MB_1_A0.0893_C-0.031,rd_out/uni/MB_1_A0.0893_C-0.031_02000.png,0.08931034482758621,-0.031034482758620693,0.16952380952380952,0.17302044067070832
74,rd_out/uni/MB_1_A0.0917_C-0.031,rd_out/uni/MB_1_A0.0917_C-0.031_02000.png,0.09172413793103447,-0.031034482758620693,0.21185374149659866,0.24755645440317864
75,rd_out/uni/MB_1_A0.0941_C-0.031,rd_out/uni/MB_1_A0.0941_C-0.031_02000.png,0.09413793103448276,-0.031034482758620693,0.2136394557823129,0.2354994180025653
76,rd_out/uni/MB_1_A0.0966_C-0.031,rd_out/uni/MB_1_A0.0966_C-0.031_02000.png,0.09655172413793103,-0.031034482758620693,0.25017573696145123,0.24412886061492176
77,rd_out/uni/MB_1_A0.0990_C-0.031,rd_out/uni/MB_1_A0.0990_C-0.031_02000.png,0.09896551724137932,-0.031034482758620693,0.2671485260770975,0.2349898528737677
78,rd_out/uni/MB_1_A0.1014_C-0.031,rd_out/uni/MB_1_A0.1014_C-0.031_02000.png,0.1013793103448276,-0.031034482758620693,0.2928911564625851,0.3564843761930814
79,rd_out/uni/MB_1_A0.1038_C-0.031,rd_out/uni/MB_1_A0.1038_C-0.031_02000.png,0.10379310344827587,-0.031034482758620693,0.3136848072562358,0.3977776106682277
80,rd_out/uni/MB_1_A0.1062_C-0.031,rd_out/uni/MB_1_A0.1062_C-0.031_02000.png,0.10620689655172416,-0.031034482758620693,0.33593537414965985,0.4238363537221024
81,rd_out/uni/MB_1_A0.1086_C-0.031,rd_out/uni/MB_1_A0.1086_C-0.031_02000.png,0.10862068965517242,-0.031034482758620693,0.34598639455782315,0.4751024402898944
82,rd_out/uni/MB_1_A0.1110_C-0.031,rd_out/uni/MB_1_A0.1110_C-0.031_02000.png,0.1110344827586207,-0.031034482758620693,0.3623696145124717,0.5094159760165986
83,rd_out/uni/MB_1_A0.1134_C-0.031,rd_out/uni/MB_1_A0.1134_C-0.031_02000.png,0.11344827586206895,-0.031034482758620693,0.3783956916099773,0.5658080535865608
84,rd_out/uni/MB_1_A0.1159_C-0.031,rd_out/uni/MB_1_A0.1159_C-0.031_02000.png,0.11586206896551725,-0.031034482758620693,0.4070975056689342,0.5780412375135093
85,rd_out/uni/MB_1_A0.1183_C-0.031,rd_out/uni/MB_1_A0.1183_C-0.031_02000.png,0.11827586206896552,-0.031034482758620693,0.4255895691609977,0.7126655811679794
86,rd_out/uni/MB_1_A0.1207_C-0.031,rd_out/uni/MB_1_A0.1207_C-0.031_02000.png,0.1206896551724138,-0.031034482758620693,0.4509297052154195,0.8103040116472591
87,rd_out/uni/MB_1_A0.1231_C-0.031,rd_out/uni/MB_1_A0.1231_C-0.031_02000.png,0.12310344827586207,-0.031034482758620693,0.4703628117913832,0.8565481068968056
88,rd_out/uni/MB_1_A0.1255_C-0.031,rd_out/uni/MB_1_A0.1255_C-0.031_02000.png,0.12551724137931036,-0.031034482758620693,0.4958673469387755,0.8506125449515077
89,rd_out/uni/MB_1_A0.1279_C-0.031,rd_out/uni/MB_1_A0.1279_C-0.031_02000.png,0.12793103448275864,-0.031034482758620693,0.5329195011337868,0.7661661466138214
90,rd_out/uni/MB_1_A0.1303_C-0.031,rd_out/uni/MB_1_A0.1303_C-0.031_02000.png,0.1303448275862069,-0.031034482758620693,0.5613718820861678,0.7267111503524059
91,rd_out/uni/MB_1_A0.1328_C-0.031,rd_out/uni/MB_1_A0.1328_C-0.031_02000.png,0.1327586206896552,-0.031034482758620693,0.5916099773242629,0.600072575112359
92,rd_out/uni/MB_1_A0.1352_C-0.031,rd_out/uni/MB_1_A0.1352_C-0.031_02000.png,0.13517241379310346,-0.031034482758620693,0.6263718820861678,0.6355726592453435
93,rd_out/uni/MB_1_A0.1376_C-0.031,rd_out/uni/MB_1_A0.1376_C-0.031_02000.png,0.13758620689655174,-0.031034482758620693,0.6665759637188209,0.578366286754156
94,rd_out/uni/MB_1_A0.1400_C-0.031,rd_out/uni/MB_1_A0.1400_C-0.031_02000.png,0.14,-0.031034482758620693,0.696422902494331,0.576855157243011
95,rd_out/uni/MB_1_A0.0700_C-0.014,rd_out/uni/MB_1_A0.0700_C-0.014_02000.png,0.07,-0.013793103448275862,0.12485260770975055,0.14289409456494107
96,rd_out/uni/MB_1_A0.0724_C-0.014,rd_out/uni/MB_1_A0.0724_C-0.014_02000.png,0.07241379310344828,-0.013793103448275862,0.13708616780045352,0.1280817751191885
97,rd_out/uni/MB_1_A0.0748_C-0.014,rd_out/uni/MB_1_A0.0748_C-0.014_02000.png,0.07482758620689656,-0.013793103448275862,0.14958049886621316,0.13567783656807342
98,rd_out/uni/MB_1_A0.0772_C-0.014,rd_out/uni/MB_1_A0.0772_C-0.014_02000.png,0.07724137931034482,-0.013793103448275862,0.16370748299319726,0.13168446037931414
99,rd_out/uni/MB_1_A0.0797_C-0.014,rd_out/uni/MB_1_A0.0797_C-0.014_02000.png,0.07965517241379311,-0.013793103448275862,0.1791269841269841,0.13722195209181265
100,rd_out/uni/MB_1_A0.0821_C-0.014,rd_out/uni/MB_1_A0.0821_C-0.014_02000.png,0.08206896551724137,-0.013793103448275862,0.19113945578231287,0.14129697133713193
101,rd_out/uni/MB_1_A0.0845_C-0.014,rd_out/uni/MB_1_A0.0845_C-0.014_02000.png,0.08448275862068966,-0.013793103448275862,0.2020578231292517,0.17339334155609964
102,rd_out/uni/MB_1_A0.0869_C-0.014,rd_out/uni/MB_1_A0.0869_C-0.014_02000.png,0.08689655172413792,-0.013793103448275862,0.2140532879818594,0.1671696672160088
103,rd_out/uni/MB_1_A0.0893_C-0.014,rd_out/uni/MB_1_A0.0893_C-0.014_02000.png,0.08931034482758621,-0.013793103448275862,0.2311904761904762,0.1925371512929613
104,rd_out/uni/MB_1_A0.0917_C-0.014,rd_out/uni/MB_1_A0.0917_C-0.014_02000.png,0.09172413793103447,-0.013793103448275862,0.2520918367346939,0.2859360019900403
105,rd_out/uni/MB_1_A0.0941_C-0.014,rd_out/uni/MB_1_A0.0941_C-0.014_02000.png,0.09413793103448276,-0.013793103448275862,0.2766609977324263,0.3250787166550587
106,rd_out/uni/MB_1_A0.0966_C-0.014,rd_out/uni/MB_1_A0.0966_C-0.014_02000.png,0.09655172413793103,-0.013793103448275862,0.2903231292517007,0.33572533152145145
107,rd_out/uni/MB_1_A0.0990_C-0.014,rd_out/uni/MB_1_A0.0990_C-0.014_02000.png,0.09896551724137932,-0.013793103448275862,0.31405328798185944,0.4544126151657673
108,rd_out/uni/MB_1_A0.1014_C-0.014,rd_out/uni/MB_1_A0.1014_C-0.014_02000.png,0.1013793103448276,-0.013793103448275862,0.32629251700680273,0.3776236263999201
109,rd_out/uni/MB_1_A0.1038_C-0.014,rd_out/uni/MB_1_A0.1038_C-0.014_02000.png,0.10379310344827587,-0.013793103448275862,0.3499603174603175,0.4139636481226079
110,rd_out/uni/MB_1_A0.1062_C-0.014,rd_out/uni/MB_1_A0.1062_C-0.014_02000.png,0.10620689655172416,-0.013793103448275862,0.3732596371882087,0.5725059027223359
111,rd_out/uni/MB_1_A0.1086_C-0.014,rd_out/uni/MB_1_A0.1086_C-0.014_02000.png,0.10862068965517242,-0.013793103448275862,0.3866723356009071,0.4997212378402965
112,rd_out/uni/MB_1_A0.1110_C-0.014,rd_out/uni/MB_1_A0.1110_C-0.014_02000.png,0.1110344827586207,-0.013793103448275862,0.3988888888888889,0.6187409125682715
113,rd_out/uni/MB_1_A0.1134_C-0.014,rd_out/uni/MB_1_A0.1134_C-0.014_02000.png,0.11344827586206895,-0.013793103448275862,0.4221145124716553,0.5555565428867643
114,rd_out/uni/MB_1_A0.1159_C-0.014,rd_out/uni/MB_1_A0.1159_C-0.014_02000.png,0.11586206896551725,-0.013793103448275862,0.4519160997732426,0.7172952301504786
115,rd_out/uni/MB_1_A0.1183_C-0.014,rd_out/uni/MB_1_A0.1183_C-0.014_02000.png,0.11827586206896552,-0.013793103448275862,0.4689115646258504,0.6998011215730996
116,rd_out/uni/MB_1_A0.1207_C-0.014,rd_out/uni/MB_1_A0.1207_C-0.014_02000.png,0.1206896551724138,-0.013793103448275862,0.4779081632653062,0.8297562129932615
117,rd_out/uni/MB_1_A0.1231_C-0.014,rd_out/uni/MB_1_A0.1231_C-0.014_02000.png,0.12310344827586207,-0.013793103448275862,0.5215759637188209,0.8293052493018411
118,rd_out/uni/MB_1_A0.1255_C-0.014,rd_out/uni/MB_1_A0.1255_C-0.014_02000.png,0.12551724137931036,-0.013793103448275862,0.5425113378684807,0.7658036533467052
119,rd_out/uni/MB_1_A0.1279_C-0.014,rd_out/uni/MB_1_A0.1279_C-0.014_02000.png,0.12793103448275864,-0.013793103448275862,0.5807653061224489,0.7378237477569092
120,rd_out/uni/MB_1_A0.1303_C-0.014,rd_out/uni/MB_1_A0.1303_C-0.014_02000.png,0.1303448275862069,-0.013793103448275862,0.6048299319727891,0.7078530763802671
121,rd_out/uni/MB_1_A0.1328_C-0.014,rd_out/uni/MB_1_A0.1328_C-0.014_02000.png,0.1327586206896552,-0.013793103448275862,0.6637358276643991,0.5748439719292915
122,rd_out/uni/MB_1_A0.1352_C-0.014,rd_out/uni/MB_1_A0.1352_C-0.014_02000.png,0.13517241379310346,-0.013793103448275862,0.6965702947845805,0.5030565936660183
123,rd_out/uni/MB_1_A0.1376_C-0.014,rd_out/uni/MB_1_A0.1376_C-0.014_02000.png,0.13758620689655174,-0.013793103448275862,0.7439002267573697,0.447491815662601
124,rd_out/uni/MB_1_A0.1400_C-0.014,rd_out/uni/MB_1_A0.1400_C-0.014_02000.png,0.14,-0.013793103448275862,0.7943934240362812,0.3579938315565424
125,rd_out/uni/MB_1_A0.0700_C0.003,rd_out/uni/MB_1_A0.0700_C0.003_02000.png,0.07,0.0034482758620689585,0.21764172335600904,0.1978456878692836
126,rd_out/uni/MB_1_A0.0724_C0.003,rd_out/uni/MB_1_A0.0724_C0.003_02000.png,0.07241379310344828,0.0034482758620689585,0.19873015873015876,0.14002733233783604
127,rd_out/uni/MB_1_A0.0748_C0.003,rd_out/uni/MB_1_A0.0748_C0.003_02000.png,0.07482758620689656,0.0034482758620689585,0.20594104308390024,0.1395047989407322
128,rd_out/uni/MB_1_A0.0772_C0.003,rd_out/uni/MB_1_A0.0772_C0.003_02000.png,0.07724137931034482,0.0034482758620689585,0.2066950113378685,0.14638645984841936
129,rd_out/uni/MB_1_A0.0797_C0.003,rd_out/uni/MB_1_A0.0797_C0.003_02000.png,0.07965517241379311,0.0034482758620689585,0.229812925170068,0.14253088728926555
130,rd_out/uni/MB_1_A0.0821_C0.003,rd_out/uni/MB_1_A0.0821_C0.003_02000.png,0.08206896551724137,0.0034482758620689585,0.23098639455782316,0.1486866041137619
131,rd_out/uni/MB_1_A0.0845_C0.003,rd_out/uni/MB_1_A0.0845_C0.003_02000.png,0.08448275862068966,0.0034482758620689585,0.2396825396825397,0.1746132702985871
132,rd_out/uni/MB_1_A0.0869_C0.003,rd_out/uni/MB_1_A0.0869_C0.003_02000.png,0.08689655172413792,0.0034482758620689585,0.2527040816326531,0.1719831942778437
133,rd_out/uni/MB_1_A0.0893_C0.003,rd_out/uni/MB_1_A0.0893_C0.003_02000.png,0.08931034482758621,0.0034482758620689585,0.2675453514739229,0.22364179774036552
134,rd_out/uni/MB_1_A0.0917_C0.003,rd_out/uni/MB_1_A0.0917_C0.003_02000.png,0.09172413793103447,0.0034482758620689585,0.2919671201814059,0.2974815690205304
135,rd_out/uni/MB_1_A0.0941_C0.003,rd_out/uni/MB_1_A0.0941_C0.003_02000.png,0.09413793103448276,0.0034482758620689585,0.3153684807256236,0.3385252908266652
136,rd_out/uni/MB_1_A0.0966_C0.003,rd_out/uni/MB_1_A0.0966_C0.003_02000.png,0.09655172413793103,0.0034482758620689585,0.3342743764172335,0.4041840659855637
137,rd_out/uni/MB_1_A0.0990_C0.003,rd_out/uni/MB_1_A0.0990_C0.003_02000.png,0.09896551724137932,0.0034482758620689585,0.3465532879818594,0.3665880893590108
138,rd_out/uni/MB_1_A0.1014_C0.003,rd_out/uni/MB_1_A0.1014_C0.003_02000.png,0.1013793103448276,0.0034482758620689585,0.3603401360544218,0.4355475263366804
139,rd_out/uni/MB_1_A0.1038_C0.003,rd_out/uni/MB_1_A0.1038_C0.003_02000.png,0.10379310344827587,0.0034482758620689585,0.3910090702947846,0.4663806237397248
140,rd_out/uni/MB_1_A0.1062_C0.003,rd_out/uni/MB_1_A0.1062_C0.003_02000.png,0.10620689655172416,0.0034482758620689585,0.4069501133786848,0.4916360777267094
141,rd_out/uni/MB_1_A0.1086_C0.003,rd_out/uni/MB_1_A0.1086_C0.003_02000.png,0.10862068965517242,0.0034482758620689585,0.4225,0.6204850136990743
142,rd_out/uni/MB_1_A0.1110_C0.003,rd_out/uni/MB_1_A0.1110_C0.003_02000.png,0.1110344827586207,0.0034482758620689585,0.4586167800453514,0.7375811187325072
143,rd_out/uni/MB_1_A0.1134_C0.003,rd_out/uni/MB_1_A0.1134_C0.003_02000.png,0.11344827586206895,0.0034482758620689585,0.4691043083900227,0.8391486967465264
144,rd_out/uni/MB_1_A0.1159_C0.003,rd_out/uni/MB_1_A0.1159_C0.003_02000.png,0.11586206896551725,0.0034482758620689585,0.4727891156462585,0.8198359650890757
145,rd_out/uni/MB_1_A0.1183_C0.003,rd_out/uni/MB_1_A0.1183_C0.003_02000.png,0.11827586206896552,0.0034482758620689585,0.5045068027210885,0.8253441902633767
146,rd_out/uni/MB_1_A0.1207_C0.003,rd_out/uni/MB_1_A0.1207_C0.003_02000.png,0.1206896551724138,0.0034482758620689585,0.5297675736961451,0.8105300757942142
147,rd_out/uni/MB_1_A0.1231_C0.003,rd_out/uni/MB_1_A0.1231_C0.003_02000.png,0.12310344827586207,0.0034482758620689585,0.5655952380952379,0.6883740636335896
148,rd_out/uni/MB_1_A0.1255_C0.003,rd_out/uni/MB_1_A0.1255_C0.003_02000.png,0.12551724137931036,0.0034482758620689585,0.5960147392290249,0.6171913226780051
149,rd_out/uni/MB_1_A0.1279_C0.003,rd_out/uni/MB_1_A0.1279_C0.003_02000.png,0.12793103448275864,0.0034482758620689585,0.6365702947845805,0.614353103593245
